Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category	accuracy
O=C(N2CCC1(CNC1)CC2)C	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
OC=1C=CC(=C(C=1(O))C)CC	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.875
OC=1C=CC(=C(C=1(OC))C)CC	0,02195	0,00465	13.0	3.0	14.0	2.0	7	0.7837500000000001
OC(C=C)=C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.9233333333333332
FC(=C)C(F)=C(F)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8857142857142859
N=C(O)CN1CCN(CC)CC1	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
N1(CC)CCC(C)(C)C1C	0,00215	0,00015	13.0	1.0	14.0	0.0	7	0.8514285714285714
O=C1C=C(OC(=C)C1)C(C=C)=CC	0,0345	0E0	10.0	2.0	0.0	0.0	2	0.0
OC(=NC1=CC=CC(=C1)C)N2CCC(C)(C)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O=C(NC1=CC=C(C=C1)C)C(=C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
O=C(O)C(O)C	8,24E-6	5,97E-7	26.0	2.0	27.0	1.0	7	0.9107142857142856
O=C(N2CCCC1(CN(C(O)=NC)CC1)(C2))C	0,00015	0E0	37.0	9.0	0.0	0.0	5	0.0
OC(N)CC(O)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.90375
C=C(C(=CC)C1=CC=CC(=C1)C)C	1,3E-11	0E0	53.0	3.0	0.0	0.0	2	0.0
O=C(O)C(OC(=C)C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O(C=1C=CC(=C(OC)C=1)C)C	7,8E-15	5,8E-15	66.0	3.0	66.0	3.0	0	0.9417391304347831
null	0E0	3,73E-8	0.0	0.0	73.0	17.0	0	0.8015555555555556
OC(=NC(O)(C)C)C(CN)CC	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8485714285714285
O=S(=O)(NC(C(=C)C)C(C)C)C1=CC=CC=C1	0,00687	0,00661	8.0	0.0	8.0	0.0	0	0.8
OC(=NC(C)C)N1CCC(CN)(C1)CC	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
null	0E0	0,03126	0.0	0.0	8.0	1.0	0	0.7211111111111113
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8883333333333332
N=CN(C=C)CC	0,00373	0,0206	12.0	1.0	11.0	2.0	0	0.8423076923076922
N1=CC(=NC=C1C)CN	3,9E-12	5,5E-19	62.0	5.0	67.0	0.0	0	0.9323880597014931
O=C(N)C(=NC)CC	2,6E-18	3,1E-25	91.0	6.0	96.0	1.0	0	0.8962886597938147
null	0E0	0,00465	0.0	0.0	14.0	2.0	0	0.8806250000000002
NCC(=CC)SC	1,0E-28	4,0E-33	133.0	6.0	136.0	3.0	0	0.934676258992805
O(C=1C=CC(N)=C(C=1)C(=C)C)C	2,8E-20	1,9E-20	83.0	2.0	83.0	2.0	0	0.9149411764705884
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.8042857142857143
O=C(C(C(=C)C)=C(N)C)C	0,00296	0,00279	15.0	2.0	15.0	2.0	0	0.7964705882352942
N=C(N)C(=C)C	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.6566666666666667
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7971428571428573
N=C1N=C(O)N(C=C1)C	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
O=C(N2CCC1(CCN(C(O)=NC(C=C)=CC)CC1)CC2)CO	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O[As]	5,70E-8	1,10E-6	52.0	8.0	50.0	10.0	7	0.7273333333333339
O(C)C(C)CC	0,01406	0,01334	14.0	3.0	14.0	3.0	7	0.8723529411764704
OC1=C(C=CC=C1CC)CC	0,00106	0,01067	11.0	0.0	10.0	1.0	7	0.8354545454545454
C=CCCCCC	0,00892	0E0	15.0	3.0	0.0	0.0	2	0.0
null	0E0	0,00465	0.0	0.0	14.0	2.0	0	0.6887500000000001
null	0E0	0,00029	0.0	0.0	13.0	0.0	0	0.723076923076923
N1(C)CCCC2(C1)(CN(C)CC2)	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.85625
C=CC(=CC)C=1C=CC=C(N)C=1	4,00E-9	5,2E-10	60.0	9.0	61.0	8.0	0	0.8421739130434786
N=C(N)C(C(=N)C)=C(O)C	1,5E-11	1,2E-11	40.0	0.0	40.0	0.0	0	0.9555000000000005
FC(C=C)=C(F)C	0,00592	0,00554	18.0	4.0	18.0	4.0	0	0.9540909090909093
N=C1NC2=CC=CC=C2(N1)	0,0128	0E0	7.0	0.0	0.0	0.0	2	0.0
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.7446153846153847
C1=CC=C(C=C1)C	1,1E-13	9,3E-14	53.0	1.0	53.0	1.0	0	0.9362962962962966
O=C(O)C(=C(N)C)C(C)C	0,00002	0,00002	24.0	2.0	24.0	2.0	0	0.8357692307692305
O=C(OC)C(O)C	0,00811	0,00115	13.0	2.0	14.0	1.0	7	0.8986666666666665
OC=C(C=C)C1=CC=CC(=C1)C	2,09E-6	0E0	21.0	0.0	0.0	0.0	2	0.0
O(CC=C)C(CC)C(C)C	0,01905	0,00189	9.0	1.0	10.0	0.0	7	0.844
N1=CC=CC(N)=C1	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
N=C(CN2CCC1(CN(C)CCC1)(C2))S	0,02151	0,00354	11.0	2.0	12.0	1.0	7	0.8684615384615384
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.8174999999999999
null	0E0	0,00046	0.0	0.0	21.0	3.0	0	0.8316666666666667
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8185714285714286
NC1=CC=C(C=C1)C2=CC=CC(=C2)C	0,00198	0E0	10.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00065	0.0	0.0	15.0	1.0	0	0.8356250000000001
O=C(CC)C(C)C	0,00002	0,00088	24.0	2.0	22.0	4.0	7	0.8696153846153843
O=S(=O)(NC(=N)O)C1=CC=C(C=C1)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.80125
N1CCC2(CC1)(CCN(CC)CC2)	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O(C=1C=C(C(=CC=1(OC))CC)C)C	0,00561	0E0	16.0	3.0	0.0	0.0	5	0.0
OC(=NCC(O)C)C(=C)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.9188888888888886
N=C(N)C(N=C)=CN	3,E-157	6,E-225	907.0	75.0	960.0	22.0	0	0.914012219959275
NC1=CCCCC1	0,0128	0E0	7.0	0.0	0.0	0.0	2	0.0
O=C(C1=CC=C(C=C1)C)N(C)C	3,4E-10	6,1E-14	65.0	9.0	69.0	5.0	0	0.9143243243243249
O=S(=O)(C(=C)C)C(=C)C	0,00492	0E0	14.0	2.0	0.0	0.0	5	0.0
O=C1C=C(C)C(C)(CC1)C(C)C	1,63E-7	9,18E-9	33.0	2.0	34.0	1.0	7	0.8891428571428571
null	0E0	0,00058	0.0	0.0	18.0	2.0	0	0.7430000000000001
null	0E0	0,00224	0.0	0.0	20.0	4.0	0	0.7641666666666667
C=CC(NC)C(=C)C	0,00106	0,00101	11.0	0.0	11.0	0.0	0	0.8972727272727272
O=C1C=C(N)N(C(=O)N1C)C	0,00002	0,00042	30.0	4.0	28.0	6.0	7	0.7911764705882356
null	0E0	0,0077	0.0	0.0	13.0	2.0	0	0.6859999999999999
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.72
C=C1CCCNC1CC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8483333333333333
C1=CC=C(C=C1)C(C)C	0,0345	0,03319	10.0	2.0	10.0	2.0	7	0.7183333333333334
null	0E0	1,3E-26	0.0	0.0	151.0	14.0	0	0.868121212121212
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7200000000000001
C1=CC=C(C=C1)C(NS)C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7600000000000001
C(=C1CCC(C)CC1(C)C)C	1,59E-6	5,94E-9	45.0	8.0	48.0	5.0	7	0.8894339622641511
null	0E0	1,01E-6	0.0	0.0	22.0	0.0	0	0.8254545454545453
OC(C)C(C(N)C)(C(C)C)C(C)C	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.9170000000000001
null	0E0	0,00009	0.0	0.0	29.0	5.0	0	0.7882352941176469
C=C(N)C1=CC=CC=C1C	2,3E-12	1,7E-12	72.0	8.0	72.0	8.0	0	0.8646250000000002
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.7992307692307692
OC(O)C(N)C(O)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.96
N#CC=2C=CC=C(N=C(O)N1CCCCC1)C=2	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O=C(NC1=CC=C(O)C=C1)N2CCCC3(C2)(CCN(C(=O)C)CC3)	0,01905	0,01834	9.0	1.0	9.0	1.0	7	0.7300000000000001
O=C(O)C(C1=CC=CC=C1)CO	0,00057	0,00054	12.0	0.0	12.0	0.0	7	0.9358333333333334
O=C(O)C(N(C)C)C(C)(C)S	0,00002	1,01E-6	21.0	1.0	22.0	0.0	7	0.8940909090909092
O=C(O)C1(CC)(CCC(C)(C)CC1(C))	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9542857142857143
N=C(O)C(N=C(O)C(N)C)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
OCCOCCO	0,00647	0,00617	11.0	1.0	11.0	1.0	7	0.785
N=C(N)C(=CN)C(=C)C	3,3E-32	1,7E-43	176.0	14.0	185.0	5.0	0	0.9254210526315781
O=C1C(=NC(=CN)C(=N)N1C)C2=CC=C(OC)C=C2	0,00687	0E0	8.0	0.0	0.0	0.0	2	0.0
FC(F)(F)C(O)(N)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.93
OC(C)(C)C	7,9E-28	2,1E-43	238.0	44.0	257.0	25.0	7	0.8595035460992914
O1C(C)C1C(N)C	0,00057	0,00054	12.0	0.0	12.0	0.0	7	0.9516666666666668
O=S(=O)(C(=CC=C)C=CCN)C(=CC=C)C=CCN	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
OC(N)C(O)C(O)C	4,0E-15	8,2E-23	81.0	7.0	87.0	1.0	7	0.9324999999999999
OC1=CC=CC=C1C(=C)N	0,00057	0,00054	12.0	0.0	12.0	0.0	0	0.9558333333333335
null	0E0	9,62E-8	0.0	0.0	48.0	7.0	0	0.7974545454545453
N1=CN=C(C=C1)C(=C)C	1,3E-34	2,3E-41	152.0	5.0	156.0	1.0	0	0.9467515923566867
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8881818181818182
OCC(=CC)C(N)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8728571428571429
OCC(O)C	2,4E-23	1,1E-27	135.0	13.0	139.0	9.0	7	0.9021621621621623
N#CC1=CC=C(C=C1)C	7,41E-7	4,0E-10	49.0	9.0	53.0	5.0	7	0.8248275862068963
null	0E0	2,22E-8	0.0	0.0	56.0	9.0	0	0.8089230769230769
null	0E0	0,00617	0.0	0.0	11.0	1.0	0	0.7783333333333333
N=CN(C=C)CC(OC)C(=C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8833333333333334
N(C(C)C)P	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.9000000000000001
O1C=2C=CC(=CC=2(OC1))C	5,2E-12	1,2E-15	103.0	21.0	108.0	16.0	0	0.8702419354838695
N=C(O)C(NC)C	0,01406	0,00037	14.0	3.0	16.0	1.0	7	0.892941176470588
N=C(O)N=C(O)C	8,58E-8	7,12E-8	46.0	6.0	46.0	6.0	7	0.839230769230769
OC(C)C(N)C(O)C	0,01114	0,00101	10.0	1.0	11.0	0.0	7	0.8681818181818183
NCC1=CC=C(C=C1)Cl	0,00198	0,01834	10.0	0.0	9.0	1.0	0	0.786
O1CCN(CC1)C(C)C	0,00492	0E0	14.0	2.0	0.0	0.0	5	0.0
N1=NC(=NN1)C	0,02151	0E0	11.0	2.0	0.0	0.0	5	0.0
null	0E0	0,00115	0.0	0.0	14.0	1.0	0	0.8766666666666666
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.7487499999999999
C=C(C(=CC)C)C	2,0E-10	2,3E-12	101.0	24.0	104.0	21.0	0	0.8924799999999996
N=C(OC(=C)C)N	9,1E-36	9,2E-47	169.0	8.0	176.0	1.0	0	0.9362711864406775
O(C1=CC=C(C=C1)CC(N)C)C	0,0128	0,00203	7.0	0.0	13.0	1.0	7	0.8492857142857143
null	0E0	2,41E-7	0.0	0.0	51.0	9.0	0	0.7950000000000002
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.7725
null	0E0	0,00055	0.0	0.0	23.0	4.0	0	0.7755555555555556
FC=2C=CC=C(N=C(O)N1CCCCC1)C=2	0,00811	0,00008	13.0	2.0	15.0	0.0	7	0.8013333333333333
OC1=CC=C(C=C1)C(=C)N	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.8988888888888888
N(=C)C(=NC)N1CCCCC1	0,00811	0E0	13.0	2.0	0.0	0.0	5	0.0
O=C(N4CCC3(CN(C1=CC=CC(=C1)C2=CC=CC=C2)CCC3)(CC4))C	0,00368	0E0	9.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00527	0.0	0.0	16.0	3.0	0	0.8357894736842105
N=C(C(=CN)C(=C)C)C	1,7E-11	2,3E-15	56.0	4.0	59.0	1.0	0	0.9150000000000004
OC1=CC=CC(N)=C1	2,81E-7	1,93E-9	58.0	12.0	61.0	9.0	0	0.8497142857142859
C=C(C)C1(CCN(C)C1(C))(C(N)C)	0,02151	0,00354	11.0	2.0	12.0	1.0	7	0.8269230769230769
null	0E0	3,86E-7	0.0	0.0	50.0	9.0	0	0.7815254237288134
N=C(O)CC(O)C	0,01114	0,01067	10.0	1.0	10.0	1.0	7	0.8236363636363635
O=C(O)C(N)C	3,6E-25	1,8E-43	180.0	26.0	198.0	8.0	7	0.8926213592233005
O=C(N1CCN(C(N=C)=NC)CC1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
N(NC(=C)C)=C(C=C)C=C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
N=C(N)C(=CN)C1=CC=CC(=C1)C	0,00106	0,00101	11.0	0.0	11.0	0.0	0	0.9581818181818185
O=S(=O)(N)C1=CC=C(C=C1)N(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	9,1E-76	0.0	0.0	812.0	188.0	0	0.8083200000000013
O=C(N1CCN(C(=N)N)CC1)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O=C(N(C(=N)C)CC(OC)CC)C	4,0E-18	4,5E-23	79.0	3.0	82.0	0.0	0	0.9379268292682928
OC(=C)C(=CC)C	0,00811	0E0	13.0	2.0	0.0	0.0	2	0.0
OC=C(C=C)C(=C)C	2,22E-9	1,91E-9	32.0	0.0	32.0	0.0	0	0.9546875000000002
N(=C(NC(C=C)=CC)C(=C)C)C	1,1E-16	8,4E-17	59.0	0.0	59.0	0.0	0	0.9576271186440685
C=C(N(C(=C)C)CCCN(CC)CC)C	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.8033333333333335
OC(O)C(NC)C(O)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9416666666666668
O1CCCC1CN	4,0E-18	4,5E-23	79.0	3.0	82.0	0.0	0	0.9379268292682928
NC(C)CC(C)C	2,1E-11	5,8E-19	115.0	28.0	126.0	17.0	7	0.8613286713286711
O(C1=CC=CC=C1C(=C)C)C	3,52E-8	1,02E-9	32.0	1.0	33.0	0.0	0	0.9551515151515156
[As]	0,00002	0,00042	30.0	4.0	28.0	6.0	7	0.7382352941176468
N=C(N)NC(C(O)C)C(O)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
CC(C)(C)S	2,08E-6	3,86E-7	49.0	10.0	50.0	9.0	7	0.8742372881355936
OC1=CC=CC(=C1)C=C(C)C	0,00811	0E0	13.0	2.0	0.0	0.0	2	0.0
null	0E0	0,00001	0.0	0.0	22.0	1.0	0	0.79
C=1C=C(C=C(C=1)C)N2CCC2	0,02151	0,0206	11.0	2.0	11.0	2.0	0	0.8146153846153845
N(=C(CN)SC)C	2,53E-6	7,1E-12	44.0	8.0	50.0	2.0	7	0.8805769230769234
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7800000000000001
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8
OCC(=C(N)C)CS	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9228571428571428
C=CC(CN)C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9249999999999999
N(=C)C1=CC=CC=C1C	5,1E-54	1,3E-66	291.0	21.0	301.0	11.0	0	0.9201602564102558
N1CCC2(CC1)(CCN(C)CC2)	0,00057	0E0	12.0	0.0	0.0	0.0	5	0.0
OC(=C)C(C=C)=C(N)C	0,01905	0,01834	9.0	1.0	9.0	1.0	0	0.7500000000000001
C=C1C(=CC)N(C=C1C)C	1,3E-12	8,5E-14	64.0	5.0	65.0	4.0	0	0.8882608695652174
O=C(C(N=N)=CS)N1CCC2(CC1)(CCN(CC)CC2)	0,00057	0E0	12.0	0.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6816666666666666
NCCC(N)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.9400000000000001
O=C(NC)C=1OC=CC=1	0,03233	0,00353	8.0	1.0	9.0	0.0	0	0.911111111111111
null	0E0	0,00054	0.0	0.0	12.0	0.0	0	0.8683333333333333
C=CC(=CC)C(C)(C)C	3,52E-7	0E0	64.0	15.0	0.0	0.0	5	0.0
OC1CCN(CC)C1(C)	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.8744444444444445
null	0E0	0,00015	0.0	0.0	14.0	0.0	0	0.7921428571428571
N=C(O)NC(C)C	6,9E-11	2,48E-9	76.0	12.0	63.0	10.0	7	0.8663013698630136
C=C(C)CN(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5	0.0
null	0E0	4,4E-24	0.0	0.0	250.0	59.0	0	0.79588996763754
C=C(C)CN1CCCC(C)(C)C1	6,75E-7	1,5E-13	56.0	12.0	64.0	4.0	7	0.8113235294117647
O=C(NC1=CC=C(O)C=C1)N2CC(C)(C)C2	0,00005	0E0	16.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01067	0.0	0.0	10.0	1.0	0	0.7854545454545455
N(C)(C)C1CCN(C)CC1	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
C=C(C(=C(N)C)C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.822857142857143
N(N)=C1C(=C)C(=C)C2=CC=CC=C12	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8433333333333334
OC(COC(=CC)C(=C)C)CNC(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.82125
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.75875
N=C(C(=C(O)C)C(=C)C)C	0,00072	3,04E-8	27.0	6.0	32.0	1.0	0	0.8936363636363638
OC1=CC=CC(=C1)CC(N)C	0,0007	0,00065	15.0	1.0	15.0	1.0	7	0.8624999999999999
O=S(=O)(C(=C)C)N2CCC1(CN(CC)CCC1)(CC2)	0,01327	0,01265	12.0	2.0	12.0	2.0	7	0.7628571428571427
N=1OC(=C(C=1C)C(=C)C)C	0,00169	1,00E-7	25.0	6.0	30.0	1.0	0	0.8977419354838713
null	0E0	1,8E-17	0.0	0.0	162.0	35.0	0	0.7988832487309648
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.86
FC(F)(F)C(OC)(C(N)C)C(F)(F)F	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
C=C(C)C(C(=C)C)N2CCC1(CN(C)CCC1)(C2)	0,01114	0E0	10.0	1.0	0.0	0.0	2	0.0
O=C(O)CSC	0,00379	0E0	19.0	4.0	0.0	0.0	5	0.0
C=CC(=C(C)C)C(C)C	0,00198	0,00189	10.0	0.0	10.0	0.0	0	0.8559999999999999
null	0E0	2,1E-11	0.0	0.0	70.0	9.0	0	0.8412658227848101
OC(=NC)NS	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.7825
N=C(O)NC1=CC=C(OC)C=C1	4,56E-6	3,49E-9	45.0	9.0	49.0	5.0	7	0.7781481481481483
C=C(N)C(=C(C)C)C	0,00215	0,00203	13.0	1.0	13.0	1.0	0	0.8507142857142856
N=C(N)N	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9049999999999999
OCC(O)CNC	0,00106	0,01067	11.0	0.0	10.0	1.0	7	0.8899999999999998
C=CC(=CC)C(C(C=C)=CC)N2CCC1(CN(C)CCC1)(C2)	0,01114	0E0	10.0	1.0	0.0	0.0	2	0.0
N=NNN(C)C	0,01114	0E0	10.0	1.0	0.0	0.0	5	0.0
C=C(C1=CC=CC=C1C)C	7,1E-24	1,0E-34	229.0	49.0	244.0	34.0	0	0.8356115107913662
O=C(N(C)C)C(C)C	0,0035	0E0	17.0	3.0	0.0	0.0	5	0.0
O=S(=O)(NC(C1=CC=C(C=C1)C)C(=CCCC)CCC)C2=CC=C(C=C2)C(F)(F)F	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01067	0.0	0.0	10.0	1.0	0	0.7681818181818181
N=C(O)C(CC)C(N)C	3,5E-11	5,5E-19	61.0	6.0	67.0	0.0	7	0.9177611940298512
null	0E0	7,E-139	0.0	0.0	844.0	82.0	0	0.8192656587473001
OC(=NC)CC(N=C(O)C1CNCCC1(N))CC(=CN)C(=C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00617	0.0	0.0	11.0	1.0	0	0.7775
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7316666666666668
N=C(N=C1C=CNC=C1)C	0,00031	0,00029	13.0	0.0	13.0	0.0	0	0.9592307692307694
O=C(O)CC(N=C(O)CC(N)C)CCC	7,29E-7	0E0	58.0	13.0	0.0	0.0	5	0.0
CC(C)C(C)C	0,00492	0,00004	14.0	2.0	16.0	0.0	7	0.8362500000000002
null	0E0	1,54E-7	0.0	0.0	39.0	4.0	0	0.8953488372093027
OC(C)C(OC)N2C=NC1=C(N=CN=C12)NC(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6599999999999999
N=CO	0,00057	0,00617	12.0	0.0	11.0	1.0	7	0.8633333333333333
OC=1C=CC(=C)CC=1C	0,01114	0,01067	10.0	1.0	10.0	1.0	0	0.8490909090909091
null	0E0	0,00002	0.0	0.0	45.0	11.0	0	0.7710714285714285
N(=C)C(=CC)C(=C)C	9,7E-79	6,2E-97	465.0	42.0	481.0	26.0	0	0.9153451676528549
OC(C)CNC(C)(C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
N=C(O)OCC(C=C)=CC	6,33E-7	1,03E-9	42.0	6.0	45.0	3.0	0	0.8437500000000001
O=C(C=1N=NSC=1)N3CCC2(CNC2)CC3	0,0345	0E0	10.0	2.0	0.0	0.0	5	0.0
C=CC(=CC)CN(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.75
O=C(N3CCC2(CN(C1=CC=CC(=C1)C(=C)C)CCC2)(CC3))C	0,00368	0E0	9.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00115	0.0	0.0	14.0	1.0	0	0.7859999999999999
O=C(N1CCCC2(C1)(CN(CC(=CC)C(O)=C)CC2))C	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.8455555555555556
FC(F)(F)C(=NC)NC	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.85
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.7128571428571427
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.835
N=C(N1CCOCC1)C	0,00022	0E0	17.0	1.0	0.0	0.0	2	0.0
N(=C)CCCCC	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
OC(=NC(C(C=C)=CC)C1(C)(CC1(C(CC)CC)))C	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.82
null	0E0	0,00004	0.0	0.0	42.0	10.0	0	0.8240384615384616
C=CC1=C(C)CN(C)CC1	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8442857142857143
N1=CC=CC(=C1)C(=C)N	0,01327	0,0206	12.0	2.0	11.0	2.0	0	0.8876923076923077
N=C(C)SC=C	5,42E-7	4,4E-12	52.0	10.0	58.0	4.0	7	0.8680645161290326
OC(C)C1N2CCC(C1)C(C)C2	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.9033333333333334
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7083333333333334
O=C(O)C2CC2(C(NS(=O)(=O)C(=C)C)C1=CC=CC=C1)	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
FC(C)(C)C(C=C)(C(=C)C)C	0,00016	0,00015	14.0	0.0	14.0	0.0	7	0.929285714285714
O=C(C(=C)N)N2CCC1(CNC1)CC2	0,00009	0E0	36.0	8.0	0.0	0.0	5	0.0
O=C(C1=CC=C(C=C1)C(=C)C)N(C)C	0,00046	0E0	28.0	6.0	0.0	0.0	2	0.0
O(C=1C=C2C(=CC=1(OC))C(NCC2)C)C	0,00005	0,01834	16.0	0.0	9.0	1.0	7	0.851
null	0E0	1,25E-8	0.0	0.0	29.0	0.0	0	0.926551724137931
O=C(C(OC)=CC)N1CCC2(CC1)(CCN(CC)CC2)	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
null	0E0	2,6E-13	0.0	0.0	63.0	4.0	0	0.9170149253731348
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7214285714285714
O=C(C(=C)N)N2CCC1(CN(C(=N)O)C1)CC2	0,00016	0E0	14.0	0.0	0.0	0.0	5	0.0
C=CC(=CN)C(=C)C	7,72E-9	1,82E-7	30.0	0.0	29.0	1.0	0	0.913666666666667
C(#CC)C(=C)C	0,0345	0,03319	10.0	2.0	10.0	2.0	0	0.7624999999999998
null	0E0	0,00007	0.0	0.0	32.0	6.0	0	0.7815789473684207
N=C(N)C(=CC)C(=C)Cl	2,09E-6	1,89E-6	21.0	0.0	21.0	0.0	0	0.9600000000000005
N1(CC)CCCC(C1)(CC)CC	5,26E-9	2,9E-17	76.0	16.0	86.0	6.0	7	0.8222826086956527
C=C(N)C=1C=CC=C(C=1)NS	0,00368	0,00353	9.0	0.0	9.0	0.0	0	0.9566666666666666
N1(CCCCC1)CC(C)C	0,00215	0,00203	13.0	1.0	13.0	1.0	7	0.887142857142857
null	0E0	0,00061	0.0	0.0	25.0	5.0	0	0.7623333333333334
OC(C)CC(O)(O)C	0,02151	0,00029	11.0	2.0	13.0	0.0	7	0.8084615384615383
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8300000000000001
O(C)C(C=C)C(C)C	0,00296	0,00002	15.0	2.0	17.0	0.0	7	0.8605882352941175
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.8560000000000001
N#CC=2C=CC=C(N=C(O)N1CCC(C)(C)C1)C=2	0,00492	0E0	14.0	2.0	0.0	0.0	5	0.0
