Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category
O=C(O)CS	0,00391	0E0	21.0	5.0	0.0	0.0	5
OCC(N)C	5,94E-6	0E0	53.0	13.0	0.0	0.0	5
C=C(C(=CC)CN(C)C)C	1,6E-22	0E0	122.0	10.0	0.0	0.0	2
N=C(N)C(=CC)C(=C)N	1,0E-54	0E0	248.0	9.0	0.0	0.0	2
C=C(C)C(NC)C1CC1(CC)	0,00037	0E0	19.0	2.0	0.0	0.0	2
N=C(O)C3CN(C)C4CC2=CNC1=CC=CC(=C12)C4(C3)	0,0128	0E0	7.0	0.0	0.0	0.0	5
N=C1N=C(O)C=C(N)N1	0,00123	0E0	14.0	1.0	0.0	0.0	5
N1=CC=CC2=CC=CC=C12	0,02151	0E0	11.0	2.0	0.0	0.0	2
O=C(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)N2CCCC3(C2)(CN(C(=C)C)CC3)	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=CNC=C	2,0E-57	0E0	357.0	37.0	0.0	0.0	2
C1=C(C=C(C=C1C)C(C)(C)C)C	0,00001	0E0	36.0	6.0	0.0	0.0	5
O=C1C(=C)CC(O)(C)C(CC)C1N(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O(C)C(C)C(N)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
OCC1=CC=CC=C1	3,0E-12	0E0	90.0	15.0	0.0	0.0	2
N=C(C1=CC=CS1)C	5,1E-17	0E0	89.0	7.0	0.0	0.0	2
OC(=C)C(=CC)C(O)=C	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC1CCC(C)(C)CC1	3,09E-7	0E0	38.0	4.0	0.0	0.0	5
C=C(C)CN1CCCCC1	1,1E-10	0E0	75.0	12.0	0.0	0.0	5
OC(=C)C(=CC)CN1CC(C1)(CC)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5
FC=1C=CC(=CC=1(F))C	0,00368	0E0	9.0	0.0	0.0	0.0	2
O=C(N(C(=N)C)CC)C	1,0E-93	0E0	589.0	61.0	0.0	0.0	2
O1CCCC1C	2,0E-15	0E0	79.0	6.0	0.0	0.0	2
NCCN1CCNCC1	0,00687	0E0	8.0	0.0	0.0	0.0	5
OC(=NC)OCC(=C)C	9,90E-8	0E0	43.0	5.0	0.0	0.0	2
OC(C)(C)C(OC)C(C)C	0,00215	0E0	13.0	1.0	0.0	0.0	5
O1CCN(CC1)CCN	4,62E-7	0E0	40.0	5.0	0.0	0.0	2
OC(=NC(C)C)N1CCCC2(C1)(CCN(C)CC2)	0,03233	0E0	8.0	1.0	0.0	0.0	5
N(C)(C)CCCN1CCN(C)CC1	0,00687	0E0	8.0	0.0	0.0	0.0	2
O=C(O)C(C(=C)C)CO	0,00057	0E0	12.0	0.0	0.0	0.0	5
O=C(O)C(NC)CC	0,00002	0E0	30.0	4.0	0.0	0.0	5
N(C)(C)C(C)C	3,11E-8	0E0	48.0	6.0	0.0	0.0	5
OC(C)(C)CC(C)(C)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=S(=O)(NN)C(=C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC	6,3E-20	0E0	71.0	0.0	0.0	0.0	2
N2(C)CCC1(CN(C)CCC1)(CC2)	0,01905	0E0	9.0	1.0	0.0	0.0	5
OCC	6,2E-31	0E0	344.0	84.0	0.0	0.0	5
N=C(O)N1CCC1	0,00001	0E0	45.0	10.0	0.0	0.0	5
CC(C)CC(C)(C)C	1,61E-6	0E0	32.0	3.0	0.0	0.0	5
C[Si]	0,00067	0E0	25.0	5.0	0.0	0.0	2
OC(=NCC)C(C(=C)I)=C(C)I	0,00106	0E0	11.0	0.0	0.0	0.0	5
NCCCN1CCN(CC1)CCC	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=C(C)C(NC)C1CC1(CCC)	0,00037	0E0	19.0	2.0	0.0	0.0	2
CCSC(C)S	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=1C=CC=NC=1N2CCCCC2	0,00811	0E0	13.0	2.0	0.0	0.0	5
O=C1C=CC=C2C(=NC)C(=C)CN12	0,00647	0E0	11.0	1.0	0.0	0.0	2
OCC(C=C)=CC	4,6E-11	0E0	98.0	21.0	0.0	0.0	2
O=C1C=C(OC(=C1)C)C(C=C)=CC	0,00198	0E0	10.0	0.0	0.0	0.0	2
NCC(CC)C(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
OC(=C(C=C)CN)C	3,17E-8	0E0	74.0	17.0	0.0	0.0	2
O(C1=CC=CC=C1CNC)C	1,3E-14	0E0	61.0	2.0	0.0	0.0	2
O=C(C(=C)C)N(C)C	5,0E-19	0E0	130.0	18.0	0.0	0.0	2
NCC1=CC=CC(=C1)C	1,6E-14	0E0	51.0	0.0	0.0	0.0	2
O=C(C)C(CC)C(C)C	0,00373	0E0	12.0	1.0	0.0	0.0	5
OC(C)C(O)CC	5,24E-8	0E0	35.0	2.0	0.0	0.0	5
N=C(NNN)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
N=C(N)CN1CCN(CC)CC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC(=C)C(=C(C)C)C(C)(C)C	0,00177	0E0	16.0	2.0	0.0	0.0	5
N=C(N1CCNCC1)C	6,1E-13	0E0	62.0	4.0	0.0	0.0	2
N=C1C=C(N=CN1)C=2C=CC=C(C=2)NS	0,00368	0E0	9.0	0.0	0.0	0.0	2
FC1(C)(CC(=C)CCC1(C(C)C))	0,00106	0E0	11.0	0.0	0.0	0.0	5
O=S(=O)(N2CCC1(CN(CC)C1)CC2)C	0,0345	0E0	10.0	2.0	0.0	0.0	5
C=CC(=CC)CC(C(=C)C)N(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
OC(C)C(O)(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
C=C(N(C)C)C	1,1E-26	0E0	146.0	12.0	0.0	0.0	2
N(=C(C(=C)N)N(C)C)C	2,E-120	0E0	924.0	137.0	0.0	0.0	2
NC1=CC=CC(=C1)Cl	0,00592	0E0	18.0	4.0	0.0	0.0	2
N=C(O)CC(N=C(O)C)CCC	0,00169	0E0	25.0	6.0	0.0	0.0	5
N(=C)C=NC	1,6E-82	0E0	692.0	118.0	0.0	0.0	2
C1=CC(=CC(=C1)Cl)Cl	0,00007	0E0	22.0	2.0	0.0	0.0	2
O=C2C(=NC1=CN=CN=C1N2CC=3C=CC=C(OC)C=3)C(=C)C	0,00687	0E0	8.0	0.0	0.0	0.0	2
O=C1C=C(OCC1(=C))C(=C)C	0,00492	0E0	14.0	2.0	0.0	0.0	2
N(C)C(C)C	0,00217	0E0	18.0	3.0	0.0	0.0	5
O=S(=O)(N)C1=CC=CC(C(=C)Cl)=C1C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(=C)C(=NC)N1CCNCC1	5,8E-22	0E0	157.0	23.0	0.0	0.0	2
N(=C)C(=CC)C1=CC=CC=C1C	0,00001	0E0	18.0	0.0	0.0	0.0	2
N(=C(NC(C=C)=CC)S)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
N1=CC(=NC=C1C)C	3,9E-12	0E0	62.0	5.0	0.0	0.0	2
O=S(=O)(N1CCC(CC)(CC)CC1)C	0,00002	0E0	24.0	2.0	0.0	0.0	5
OC1=CC=CC(=C1)CNC	0,00687	0E0	8.0	0.0	0.0	0.0	2
OC(O)(C)C	6,16E-8	0E0	38.0	3.0	0.0	0.0	5
C1=CC=C(C=C1)C(C)(C)C	0,00001	0E0	22.0	1.0	0.0	0.0	5
OC(C)C1(C(=C)C)(CCN(C)CC1(O)(C))	0,00492	0E0	14.0	2.0	0.0	0.0	5
N=C(N(C)C)C	6,1E-18	0E0	74.0	2.0	0.0	0.0	2
O=C(O)CC(C)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
N=C(O)N	5,7E-60	0E0	301.0	17.0	0.0	0.0	2
NCCC(N)(C)C	0,00106	0E0	17.0	2.0	0.0	0.0	5
O=C(C=C)CC	6,33E-7	0E0	42.0	6.0	0.0	0.0	5
O=C1C(=C(N=C(O)N1C)N)N(C)C	0,00296	0E0	15.0	2.0	0.0	0.0	5
O=C(C(=CC)N(C)C)N2CCC1(CCN(C(=N)O)CC1)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C1C=CC(=O)N1CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(N)C(=CN)C=1C=CC=C(N)C=1	0,00106	0E0	11.0	0.0	0.0	0.0	2
CN(C)(C)C	2,4E-34	0E0	225.0	27.0	0.0	0.0	5
N(C)C1CC1	4,73E-6	0E0	27.0	2.0	0.0	0.0	2
N12(CCC(CC1)C(C)C2)	0,00106	0E0	11.0	0.0	0.0	0.0	5
OCC#CC	0,0128	0E0	7.0	0.0	0.0	0.0	2
O=C(OC)C1CC1(C(N)C)	0,00164	0E0	23.0	5.0	0.0	0.0	2
O=S(=O)(C1=CC=CC=C1)N3CCC2(CNC2)CC3	0,02151	0E0	11.0	2.0	0.0	0.0	5
N=C(O)C1CN(C)C(C)CC1	0,0128	0E0	7.0	0.0	0.0	0.0	5
OC(=C)C(=CC)N1CCN(CC1)CCCN	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)C	1,40E-9	0E0	90.0	21.0	0.0	0.0	5
N=C(O)C(C)C1CC1(C)(C(NC)C(=C)C)	3,40E-6	0E0	41.0	7.0	0.0	0.0	2
O=C(C=1C(O)=CC=CC=1C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
N(=C)C=C(C)C	2,0E-39	0E0	335.0	60.0	0.0	0.0	2
N1=CC=C(C=C1)N2CCCC3(C2)(CCN(C)CC3)	0,0345	0E0	10.0	2.0	0.0	0.0	5
C(#CCC)C	0,01905	0E0	9.0	1.0	0.0	0.0	2
N=C(N)C(=CN)C1=CC=CC=C1	8,87E-7	0E0	30.0	2.0	0.0	0.0	2
CC2(C)(CC2(C1CCCCC1))	0,00368	0E0	9.0	0.0	0.0	0.0	5
O=C(NC1=CC=C(O)C=C1)N2CCC3(C2)(CN(C)CCC3)	0,01114	0E0	10.0	1.0	0.0	0.0	5
C=C(C)C(CC)N(C)(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
OC(=C)CN(C)C	3,02E-9	0E0	68.0	12.0	0.0	0.0	2
N=C(CN(C)C)S	4,01E-6	0E0	43.0	8.0	0.0	0.0	5
O=S(=O)(NCC)C2=CC=CC1=C2(C=CC=C1Cl)	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=CN(C=C)C(=N)C	1,5E-11	0E0	40.0	0.0	0.0	0.0	2
C=C(C=C(N)C)S	0,03233	0E0	8.0	1.0	0.0	0.0	2
OC=1C=CC(=CC=1(OC))C(=C)N	0,02386	0E0	6.0	0.0	0.0	0.0	2
C=C(C1=CC=CC=C1Cl)C	0,00013	0E0	18.0	1.0	0.0	0.0	2
NC(C)CC(N)C	0,00009	0E0	15.0	0.0	0.0	0.0	5
OC(=NC)C(N)C	2,6E-15	0E0	102.0	14.0	0.0	0.0	5
OC(=C)C(=CC)C(=C)C	6,12E-7	0E0	54.0	11.0	0.0	0.0	2
N=C(O)C(N)C(=C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
O=C1C=NC(=CN)C(=N)N1	9,6E-31	0E0	111.0	0.0	0.0	0.0	2
N=C(O)C(N)C1=CC=CC=C1	0,0128	0E0	7.0	0.0	0.0	0.0	5
C=C1CCNC(C)C1	0,0128	0E0	7.0	0.0	0.0	0.0	5
C1=C(C=C(C=C1C)CN3CCC2(CN(C)CCC2)(C3))C	0,01905	0E0	9.0	1.0	0.0	0.0	5
OC(=NC(C(O)=NC)CC(C)C)C	0,01327	0E0	12.0	2.0	0.0	0.0	5
N=C(NC)C	2,96E-8	0E0	36.0	2.0	0.0	0.0	2
NCC2=CC=CC1=CC=CC=C12	0,01905	0E0	9.0	1.0	0.0	0.0	2
OC=1C=C(C(C=C)=CC=1(OC))C	0,01905	0E0	9.0	1.0	0.0	0.0	2
OC(CC)CC	1,68E-9	0E0	74.0	14.0	0.0	0.0	5
OC(N1C=NC(=C1(N))C)C	0,00217	0E0	18.0	3.0	0.0	0.0	5
O=C(N(C1=CC=CC=C1)N(C)C)C	0,00215	0E0	13.0	1.0	0.0	0.0	5
N=C(OCC)N	1,07E-8	0E0	34.0	1.0	0.0	0.0	2
OC(=NC(C)C)C(C=C)=CN	0,0128	0E0	7.0	0.0	0.0	0.0	2
O(C1=CC=CC=C1C(=C)N)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
OC(=C(C(=C)C)C(=C)C)C	0,0345	0E0	10.0	2.0	0.0	0.0	5
O=C(N3CCC2(CN(CC1=CC=CC=C1)C2)CC3)C	0,00014	0E0	26.0	4.0	0.0	0.0	5
N=C(O)C(OC)C(O)C	0,00647	0E0	11.0	1.0	0.0	0.0	5
N=CN(C(=N)C)C(O)C	6,69E-9	0E0	51.0	6.0	0.0	0.0	5
C(=CCCCC)C	0,00074	0E0	29.0	7.0	0.0	0.0	2
N=C(O)C(C(=C)I)=C(C)I	0,00005	0E0	16.0	0.0	0.0	0.0	5
O=C(N2CCC1(CCN(C(=N)O)CC1)CC2)C	0,00033	0E0	33.0	8.0	0.0	0.0	5
OC(C)C	9,E-121	0E0	944.0	144.0	0.0	0.0	5
O=C(C=1C=CC=C(F)C=1)N3CCC2(CNC2)CC3	0,01327	0E0	12.0	2.0	0.0	0.0	5
N=C(N)C(C(=C)C)=C(N)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
C=C(C(=C(C)I)N(C)C)I	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(C(=CC)NC)N(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
C=C(C)CN(C)(C)C	0,00013	0E0	18.0	1.0	0.0	0.0	5
O=C1C=CC=C(C(=N)C)N1C	0,00647	0E0	11.0	1.0	0.0	0.0	2
OCC1=C(NC(C)SC1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
N=C(CN1CCC(C)(C)C1)S	0,02195	0E0	13.0	3.0	0.0	0.0	5
OC1=CC=CC(=C1(OC))C	0,02195	0E0	13.0	3.0	0.0	0.0	5
C=CC(=CC)Br	0,00067	0E0	25.0	5.0	0.0	0.0	2
O=C(OC(=C)C)N2CCC1(CN(C(O)=NC)CCC1)(CC2)	0,00198	0E0	10.0	0.0	0.0	0.0	2
FC1=CC=C(C=C1)C(OCC)C(C=C)=CC	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC(C)CC(O)(C)C	0,00033	0E0	33.0	8.0	0.0	0.0	5
C=CC(=CN)C1=CC=CC(=C1)C	0,00016	0E0	14.0	0.0	0.0	0.0	2
N=C(C1=CC=C(C=C1)Cl)C	3,0E-16	0E0	79.0	5.0	0.0	0.0	2
C=CC=1C=CC(=CC=1C)C	0,0345	0E0	10.0	2.0	0.0	0.0	2
O=S(=O)(C(=C)C)N2CCC1(CNC1)CC2	0,00096	0E0	22.0	4.0	0.0	0.0	5
C=CC(=CC=CC)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(C=1OC=CC=1)N3CCC2(CN(C(=N)O)C2)CC3	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC2CN1CCC2(CC1C)	0,02386	0E0	6.0	0.0	0.0	0.0	5
CC(C)C(C)(C)C	0,00217	0E0	18.0	3.0	0.0	0.0	5
O(C(=C)C)C=1C=C(C=CC=1(OC))C	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(C1=CC=C(O)C=C1)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
O=C(O)NC(C(C=C)=CC)C1(C)(CC1(C(C(=N)O)C))	0,00001	0E0	31.0	4.0	0.0	0.0	2
NCCN1CCCCC1	0,02386	0E0	6.0	0.0	0.0	0.0	2
FC(F)(F)C1=CC=CC(=C1)CN	0,00001	0E0	36.0	6.0	0.0	0.0	5
O=C(O)C1=C(NC(=C(C(=O)O)C1(C(C=C)=CC))C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
FC(F)(F)C(O)(C(C)C)C(F)(F)F	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=S(=O)(C(C=C)=CC)N2CCC1(CCN(CC)CC1)CC2	0,00057	0E0	12.0	0.0	0.0	0.0	5
O=C(O)C(N)CC	1,14E-7	0E0	53.0	9.0	0.0	0.0	5
C=C(C(N)=C(C)S)C	0,03233	0E0	8.0	1.0	0.0	0.0	2
N=C(O)C(NC)CC	3,47E-6	0E0	36.0	5.0	0.0	0.0	5
OC(=C)C(=CC)CN(CC)CC	2,76E-6	0E0	39.0	6.0	0.0	0.0	5
OC(C)C(OC)CC	1,12E-6	0E0	22.0	0.0	0.0	0.0	5
C=C(C=1C=CC=C(C=1)N2CCC3(CC2)(CCN(C)CC3))C	0,00592	0E0	18.0	4.0	0.0	0.0	2
OC(O)C(O)C(N)C	0,00063	0E0	18.0	2.0	0.0	0.0	5
O=C(CO)C(O)(C)C	1,79E-9	0E0	37.0	1.0	0.0	0.0	5
O=C(NC1=CC=C(O)C=C1)N(C)C	4,56E-6	0E0	45.0	9.0	0.0	0.0	5
C=C(C(=C(C)C)CC)C	0,00368	0E0	9.0	0.0	0.0	0.0	2
N2=CN=C1C(N=CN1C)=C2N	5,05E-7	0E0	31.0	2.0	0.0	0.0	5
O1C2=CC=CC=C2(OC1)	4,1E-17	0E0	75.0	3.0	0.0	0.0	2
O=C(OC(C)C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
OC1=CC=CC(=C1C)C(O)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)CCC(N)C	5,6E-10	0E0	74.0	13.0	0.0	0.0	5
O=C(C1=CC=C(C=C1)C=2C=CC=3N=CNC(=NC)C=3(C=2))N(C)C	0,00647	0E0	11.0	1.0	0.0	0.0	2
N(C)CCCN1CCNCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
O(C1=CC=C(C=C1)N(C)C)C	1,05E-8	0E0	58.0	9.0	0.0	0.0	2
O=C(C)C(C(C)C)C(C)(C)C	0,00031	0E0	13.0	0.0	0.0	0.0	5
O1CCN(CC1)CC(N)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
FC(C)(C)C	0,00005	0E0	16.0	0.0	0.0	0.0	5
O=C1C=CC=C2C(=N)C(=C)CN12	0,00647	0E0	11.0	1.0	0.0	0.0	2
OC1=NC(C1(N=C(O)C(N)C))S	0,00016	0E0	14.0	0.0	0.0	0.0	5
CC(C)C1(C)(CCCCC1(C))	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC(=CC)P(C)(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
C=C(C)CC1=CC=CC(=C1)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
C(C=C(C)C)=CC(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
N=C(NCC)C	1,E-119	0E0	592.0	30.0	0.0	0.0	2
C1=CC(=CC(=C1)C)C	1,1E-11	0E0	60.0	5.0	0.0	0.0	2
CC(C)C1CCC(C)C1(C)(C)	9,25E-8	0E0	51.0	8.0	0.0	0.0	5
OC(=NC(C(=C)C)C(C)(C)C)C1=CC=CC=C1	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(NC1=CC=C(C=C1)S)CN	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CCCCC	0,00106	0E0	11.0	0.0	0.0	0.0	2
O=C(N(C(=N)C)CC1=CC=C(F)C=C1)C	3,08E-7	0E0	60.0	13.0	0.0	0.0	2
OC(C)C(O)CN	0,00647	0E0	11.0	1.0	0.0	0.0	5
O=C(CC)C(C)(C)C	0,00152	0E0	21.0	4.0	0.0	0.0	5
NC(C)C(CC)C(C)(C)C	0,00057	0E0	12.0	0.0	0.0	0.0	5
OC(OC(C)C)C	2,5E-42	0E0	218.0	14.0	0.0	0.0	5
N=C(NCCC1=CN=CN1)C	0,00057	0E0	12.0	0.0	0.0	0.0	2
N1=CC=C(C=C1)N2CC(C2)(CC)CC	0,00031	0E0	13.0	0.0	0.0	0.0	5
O=C(C1=CC=CC=C1)N2CCC(CC)(CC)CC2	0,00215	0E0	13.0	1.0	0.0	0.0	5
O=[As]	0,00009	0E0	27.0	4.0	0.0	0.0	5
O=C(N2CCC1(CN(CC)C1)CC2)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
OCC(=CC)C(C)C	0,00373	0E0	12.0	1.0	0.0	0.0	5
N=C(N)SC(=C)C	0,01327	0E0	12.0	2.0	0.0	0.0	2
O=C(C)C(C)(CC)C(C)C	0,00561	0E0	16.0	3.0	0.0	0.0	5
O=C1N=C(O)C=CN1CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
O=C(O)CC(N=C(O)C)CCC	7,29E-7	0E0	58.0	13.0	0.0	0.0	5
C=C(C(=C(C)C)[Si](C)(C)C)C	0,01905	0E0	9.0	1.0	0.0	0.0	2
N=CC(=NC)CN	1,2E-11	0E0	63.0	6.0	0.0	0.0	2
N=C(N)C=1C(=NOC=1C)C	1,5E-11	0E0	40.0	0.0	0.0	0.0	2
OC(C(=C)C)(CC)C1CCCCC1	0,02386	0E0	6.0	0.0	0.0	0.0	5
O(C1=CC=CC(=C1)C(=C)C)C	5,91E-9	0E0	35.0	1.0	0.0	0.0	2
NCCCCCCNC	0,02386	0E0	6.0	0.0	0.0	0.0	5
OC2CC1N(C)C(CC1)C2	0,00177	0E0	16.0	2.0	0.0	0.0	5
O=C(N1CCCC2(C1)(CN(C)CC2))CO	0,00215	0E0	13.0	1.0	0.0	0.0	5
O=C(N2CCC1(CNC1)CC2)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
OC=1C=CC(=C(C=1(O))C)CC	0,02386	0E0	6.0	0.0	0.0	0.0	2
OC=1C=CC(=C(C=1(OC))C)CC	0,02195	0E0	13.0	3.0	0.0	0.0	5
OC(C=C)=C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
FC(=C)C(F)=C(F)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
N=C(O)CN1CCN(CC)CC1	0,00198	0E0	10.0	0.0	0.0	0.0	5
N1(CC)CCC(C)(C)C1C	0,00215	0E0	13.0	1.0	0.0	0.0	5
O=C1C=C(OC(=C)C1)C(C=C)=CC	0,0345	0E0	10.0	2.0	0.0	0.0	2
OC(=NC1=CC=CC(=C1)C)N2CCC(C)(C)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5
O=C(NC1=CC=C(C=C1)C)C(=C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
O=C(O)C(O)C	8,24E-6	0E0	26.0	2.0	0.0	0.0	5
O=C(N2CCCC1(CN(C(O)=NC)CC1)(C2))C	0,00015	0E0	37.0	9.0	0.0	0.0	5
OC(N)CC(O)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=C(C(=CC)C1=CC=CC(=C1)C)C	1,3E-11	0E0	53.0	3.0	0.0	0.0	2
O=C(O)C(OC(=C)C)(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5
O(C=1C=CC(=C(OC)C=1)C)C	7,8E-15	0E0	66.0	3.0	0.0	0.0	2
OC(=NC(O)(C)C)C(CN)CC	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=S(=O)(NC(C(=C)C)C(C)C)C1=CC=CC=C1	0,00687	0E0	8.0	0.0	0.0	0.0	2
OC(=NC(C)C)N1CCC(CN)(C1)CC	0,01327	0E0	12.0	2.0	0.0	0.0	5
N=CN(C=C)CC	0,00373	0E0	12.0	1.0	0.0	0.0	2
N1=CC(=NC=C1C)CN	3,9E-12	0E0	62.0	5.0	0.0	0.0	2
O=C(N)C(=NC)CC	2,6E-18	0E0	91.0	6.0	0.0	0.0	2
NCC(=CC)SC	1,0E-28	0E0	133.0	6.0	0.0	0.0	2
O(C=1C=CC(N)=C(C=1)C(=C)C)C	2,8E-20	0E0	83.0	2.0	0.0	0.0	2
O=C(C(C(=C)C)=C(N)C)C	0,00296	0E0	15.0	2.0	0.0	0.0	2
N=C(N)C(=C)C	0,03233	0E0	8.0	1.0	0.0	0.0	5
N=C1N=C(O)N(C=C1)C	0,0128	0E0	7.0	0.0	0.0	0.0	5
O=C(N2CCC1(CCN(C(O)=NC(C=C)=CC)CC1)CC2)CO	0,02386	0E0	6.0	0.0	0.0	0.0	5
O[As]	5,70E-8	0E0	52.0	8.0	0.0	0.0	5
O(C)C(C)CC	0,01406	0E0	14.0	3.0	0.0	0.0	5
OC1=C(C=CC=C1CC)CC	0,00106	0E0	11.0	0.0	0.0	0.0	5
C=CCCCCC	0,00892	0E0	15.0	3.0	0.0	0.0	2
N1(C)CCCC2(C1)(CN(C)CC2)	0,00687	0E0	8.0	0.0	0.0	0.0	5
C=CC(=CC)C=1C=CC=C(N)C=1	4,00E-9	0E0	60.0	9.0	0.0	0.0	2
N=C(N)C(C(=N)C)=C(O)C	1,5E-11	0E0	40.0	0.0	0.0	0.0	2
FC(C=C)=C(F)C	0,00592	0E0	18.0	4.0	0.0	0.0	2
N=C1NC2=CC=CC=C2(N1)	0,0128	0E0	7.0	0.0	0.0	0.0	2
C1=CC=C(C=C1)C	1,1E-13	0E0	53.0	1.0	0.0	0.0	2
O=C(O)C(=C(N)C)C(C)C	0,00002	0E0	24.0	2.0	0.0	0.0	2
O=C(OC)C(O)C	0,00811	0E0	13.0	2.0	0.0	0.0	5
OC=C(C=C)C1=CC=CC(=C1)C	2,09E-6	0E0	21.0	0.0	0.0	0.0	2
O(CC=C)C(CC)C(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5
N1=CC=CC(N)=C1	0,02386	0E0	6.0	0.0	0.0	0.0	2
N=C(CN2CCC1(CN(C)CCC1)(C2))S	0,02151	0E0	11.0	2.0	0.0	0.0	5
NC1=CC=C(C=C1)C2=CC=CC(=C2)C	0,00198	0E0	10.0	0.0	0.0	0.0	2
O=C(CC)C(C)C	0,00002	0E0	24.0	2.0	0.0	0.0	5
O=S(=O)(NC(=N)O)C1=CC=C(C=C1)C	0,00687	0E0	8.0	0.0	0.0	0.0	5
N1CCC2(CC1)(CCN(CC)CC2)	0,02386	0E0	6.0	0.0	0.0	0.0	5
O(C=1C=C(C(=CC=1(OC))CC)C)C	0,00561	0E0	16.0	3.0	0.0	0.0	5
OC(=NCC(O)C)C(=C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5
N=C(N)C(N=C)=CN	3,E-157	0E0	907.0	75.0	0.0	0.0	2
NC1=CCCCC1	0,0128	0E0	7.0	0.0	0.0	0.0	2
O=C(C1=CC=C(C=C1)C)N(C)C	3,4E-10	0E0	65.0	9.0	0.0	0.0	2
O=S(=O)(C(=C)C)C(=C)C	0,00492	0E0	14.0	2.0	0.0	0.0	5
O=C1C=C(C)C(C)(CC1)C(C)C	1,63E-7	0E0	33.0	2.0	0.0	0.0	5
C=CC(NC)C(=C)C	0,00106	0E0	11.0	0.0	0.0	0.0	2
O=C1C=C(N)N(C(=O)N1C)C	0,00002	0E0	30.0	4.0	0.0	0.0	5
C=C1CCCNC1CC	0,02386	0E0	6.0	0.0	0.0	0.0	5
C1=CC=C(C=C1)C(C)C	0,0345	0E0	10.0	2.0	0.0	0.0	5
C1=CC=C(C=C1)C(NS)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2
C(=C1CCC(C)CC1(C)C)C	1,59E-6	0E0	45.0	8.0	0.0	0.0	5
OC(C)C(C(N)C)(C(C)C)C(C)C	0,00198	0E0	10.0	0.0	0.0	0.0	5
C=C(N)C1=CC=CC=C1C	2,3E-12	0E0	72.0	8.0	0.0	0.0	2
